,XYZ,seasonal
0,0.9983575455899227,0.9999999988686525
1,0.0016424544100782327,1.1313491940373922e-09
2,0.4760951538234634,8.382527040115562e-06
3,0.5239048461765377,0.9999916174729621
4,0.9943988157104635,0.00010011490833080824
5,0.005601184289537125,0.9998998850916695
6,0.9478714365430573,0.9999990504021558
7,0.05212856345694614,9.495978465633608e-07
8,0.9498937971766575,0.0001457807236107019
9,0.05010620282334355,0.9998542192763883
10,0.9014127743493565,0.9999999799777799
11,0.09858722565064046,2.002222272466109e-08
12,0.9979428752905211,0.9999999329192613
13,0.0020571247094780865,6.708073795335139e-08
14,0.42417938812506767,0.9999985143835368
15,0.5758206118749322,1.485616465551247e-06
16,0.896710109766356,0.9999942776709022
17,0.10328989023364624,5.72232909803426e-06
18,0.9411361354411754,0.9999999056489459
19,0.05886386455882646,9.435105126480535e-08
20,0.9773137636925923,0.9999991848324524
21,0.022686236307404323,8.151675483808475e-07
22,0.9522039261351284,0.9999999807481148
23,0.04779607386487486,1.925188535445494e-08
24,0.9827588241418233,0.9999999680248172
25,0.01724117585817505,3.1975183421725133e-08
26,0.9402268482969658,0.9999999280216255
27,0.05977315170303254,7.197837357713348e-08
28,0.5652675794241093,5.3528728138885605e-05
29,0.4347324205758894,0.9999464712718584
30,0.981644313632567,4.176052585966908e-05
31,0.018355686367431553,0.9999582394741423
32,0.6707835021227394,0.9999996052283391
33,0.32921649787726137,3.9477166254081675e-07
34,0.9924088480635993,0.9999994628407215
35,0.00759115193639831,5.371592818918504e-07
36,0.21644572865703066,0.9999999793674024
37,0.783554271342968,2.0632597579966967e-08
38,0.9744276835123781,1.2418619595515621e-05
39,0.025572316487623422,0.999987581380406
40,0.30361785695575255,0.9999999898514176
41,0.6963821430442506,1.0148582154586338e-08
42,0.34896614569873474,0.9999999457467382
43,0.6510338543012675,5.425325892586845e-08
44,0.5275506127877474,0.9999999441774976
45,0.47244938721224927,5.582250524551958e-08
46,0.9384431053649708,0.99999872835957
47,0.06155689463503128,1.2716404292308523e-06
48,0.9948267671597466,0.9999994949496763
49,0.005173232840250957,5.050503268974178e-07
50,0.9593962580438863,0.9999992430443378
51,0.04060374195611496,7.569556642554034e-07
52,0.6734913431426925,0.9999999670918817
53,0.3265086568573108,3.290811859649789e-08
54,0.7283471960081339,7.209482590992069e-05
55,0.2716528039918666,0.9999279051740875
56,0.9999440411156802,2.0573369179469755e-05
57,5.595888432100846e-05,0.9999794266308224
58,0.7881902341208692,0.9999997473846526
59,0.21180976587913006,2.5261534511133205e-07
60,0.9302457350623893,2.1466113704191866e-05
61,0.06975426493761352,0.999978533886299
62,0.9735025815986355,4.107756218604247e-06
63,0.026497418401367566,0.9999958922437839
64,0.9923181920338104,0.9999998974641694
65,0.007681807966190301,1.02535831939389e-07
66,0.21664181439793165,0.999999996541284
67,0.783358185602067,3.4587151896772466e-09
68,0.9133885124487154,0.9999996558994321
69,0.08661148755128271,3.44100565515821e-07
70,0.030572342797737496,0.9999998561803342
71,0.9694276572022642,1.4381966581799147e-07
72,0.8488467044144035,0.9999992334086824
73,0.1511532955855952,7.66591314210758e-07
74,0.9956056074007484,0.9999999047170763
75,0.004394392599248354,9.528292378266116e-08
76,0.6829757542377126,0.9999999566438982
77,0.3170242457622856,4.335609889819455e-08
78,0.6452100894730348,0.9999999373218975
79,0.35478991052696607,6.267809980242839e-08
